hadis;anjuran;larangan;informasi;kitab
kami kejar kelinci tersebut hingga orang-orang kelelahan mengejarnya, namun saya berhasil menangkapnya dan membawanya kepada Abu Thalhah, kemudian dia menyembelihnya dan mengirimkan kedua paha belakangnya kepada Nabi , -atau perawi berkata kedua paha depannya- lalu beliau menerimanya.;0;0;1;0
Mengenai daging biawak, maka saya tidak memakannya dan tidak pula mengharamkannya.;0;1;0;0
"Tidak, karena daging tersebut tidak ada pada kaumku, maka aku tidak menyukainya. Khalid berkata; Lalu aku meraih daging tersebut dan memakannya, sementara Rasulullah melihatku.";0;1;0;0
"Buanglah tikus itu dan sesuatu yang ada di sekitarnya, lalu makanlah minyak samin tersebut. Dikatakan kepada Sufyan; Sesungguhnya Ma'mar menceritakan hadits tersebut dari Az Zuhri dari Sa'id bin Musayyab dari Abu Hurairah, Sufyan menjawab; Aku tidak pernah mendengar Az Zuhri meriwayatkan kecuali dari Ubaidullah dari Ibnu Abbas dari Maimunah dari Nabi , sungguh aku telah berulang kali mendengar darinya seperti itu.";0;1;0;0
Telah sampai (riwayat) kepada kami bahwa Rasulullah memerintahkan supaya membuang tikus tersebut dan sesuatu yang ada di sekelilingnya, baru minyak tersebut dapat di konsumsi, yaitu dari hadits riwayat 'Ubaidullah bin Abdullah.;0;1;0;0
Buanglah tikus itu dan sesuatu yang ada disekitarnya, lalu makanlah minyak samin tersebut.;0;1;0;0
"Nabi melarang memukul pada wajah. Hadits ini juga di perkuat oleh Qutaibah. Telah menceritakan kepada kami Al Anqazi dari Handlalah, dia berkata; Yaitu (melarang) memukul kepala.";0;1;0;0
"beliau menandai seekor kambing -aku kira Anas mengatakan; Di telinganya.";0;0;0;0
Gunakanlah sesuatu yang dapat mengalirkan darah dan sebutlah nama Allah kemudian makanlah selama -yang digunakan untuk menyembelih- tidak dari gigi atau kuku, dan aku akan menceritakan hal itu kepada kalian, adapun gigi adalah tulang sedangkan kuku adalah pisaunya orang-orang Habsyah. Kemudian para sahabat berjalan cepat hingga mendapatkan ghanimah, sementara Nabi berada di rombongan terakhir, lalu orang-orang membuat tungku untuk memasak, ketika beliau mengetahui hal itu, beliau memerintahkan untuk menumpahkan periuk tersebut. Setelah itu beliau membagi-bagi ghanimah dan menyetarakan satu ekor unta dengan sepuluh ekor kambing. Tiba-tiba seekor unta milik suatu kaum kabur, sementara mereka tidak ada yang mengendarai kuda (untuk mengejarnya), lantas salah seorang dari mereka membidik unta tersebut dengan tombak hingga dengan izin Allah unta tersebut berhasil ditangkap, lalu Rasulullah bersabda: Sesungguhnya di antara binatang-binatang ternak ada yang memiliki sifat-sifat seperti yang di miliki oleh binatang liar, maka tindakan yang biasa kamu lakukan pada binatang liar tersebut hendaknya kamu lakukan pula kepadanya seperti itu.;1;0;0;0
"Sesungguhnya ia memiliki sifat-sifat seperti yang di miliki oleh binatang liar, oleh karenanya jika kalian kewalahan, hendaknya kalian lakukan seperti itu. Rafi' berkata; lalu aku bertanya; Wahai Rasulullah, bagaimana jika kami berada dalam suatu ekspedisi atau perjalanan sedangkan kami hendak menyembelih sembelihan, sementara kami tidak memiliki pisau? Beliau menjawab: Gunakanlah sesuatu yang dapat mengalirkan darah dan sebutlah nama Allah kemudian makanlah, selama -yang digunakan menyembelih- selain gigi dan kuku, karena gigi adalah tulang sedangkan kuku adalah pisaunya orang-orang Habsyah.";1;0;0;0
"Sesungguhnya yang pertama kali kita lakukan pada hari ini ('iedul adha) adalah mengerjakan shalat kemudian pulang dan menyembelih binatang kurban, barangsiapa melakukan hal itu, maka dia telah bertindak sesuai dengan sunnah kita, dan barangsiapa menyembelih biantang kurban sebelum (shalat ied), maka sesembelihannya itu hanya berupa daging yang ia berikan kepada keluarganya, tidak ada hubungannya dengan ibadah kurban sedikitpun. Lalu Abu Burdah bin Niyar berdiri seraya berkata; Sesungguhnya aku masih memiliki jad'ah (anak kambing yang berusia dua tahun), maka beliau bersabda: Sembelihlah, namun hal itu tidak untuk orang lain setelahmu. Muttharif berkata; dari 'Amir dari Al Barra`, bahwa Nabi bersabda: Barangsiapa menyembelih (hewan kurban) setelah shalat (ied) maka ibadah kurbannya telah sempurna dan dia telah melaksanakan sunnah kaum Muslimin dengan tepat.";1;0;0;0
Barangsiapa menyembelih (binatang kurban) sebelum shalat (ied), maka ia menyembelih untuk dirinya sendiri, dan barangsiapa menyembelih setelah shalat (ied), maka ibadah kurbannya telah sempurna dan bertindak sesuai dengan sunnah kaum Muslimin.;0;0;1;0
Berkurbanlah dengannya.;1;0;0;0
"Kenapa, apakah kamu sedang haidh? Aisyah menjawab; Ya. Beliau bersabda: Sesungguhnya hal ini telah di tetapkan Allah atas wanita-wanita anak Adam, lakukanlah apa yang biasa di kerjakan dalam berhaji, namun kamu jangan thawaf di Ka'bah. Ketika kami sampai di Mina, aku di beri daging sapi, lantas tanyaku; Daging apakah ini? para sahabat menjawab; Rasulullah menyembelih binatang kurban berupa sapi untuk para isterinya.";1;0;1;0
"Barangsiapa menyembelih binatang kurban sebelum shalat (ied), hendaknya ia mengulangi lagi. Lalu ada seorang laki-laki yang berdiri sambil bertanya; Wahai Rasulullah, Sesungguhnya hari ini adalah hari di bagi-bagikannya daging kurban, -lalu ia menyebutkan sebagian para tetangganya- sementara aku hanya memiliki jad'ah (anak kambing yang berusia dua tahun) yang lebih banyak dagingnya daripada dua ekor kambing biasa. Maka beliau memberi keringanan kepadanya untuk berkurban dengan kambing tersebut, aku tidak tahu apakah keringanan tersebut juga untuk yang lain atau tidak. Setelah itu Nabi pergi menuju dua ekor kambing dan menyembelihnya, lalu orang-orang pun pergi menuju sekumpulan kambing dan membagi-bagikannya.";1;0;1;0
"Sesungguhnya zaman itu terus berputar sama seperti saat Allah menciptakan langit dan bumi, setahun ada dua belas bulan, dan empat di antaranya adalah bulan-bulan haram, dan tiga di antaranya adalah bulan-bulan yang berurutan yaitu; Dzul Qa'dah, Dzul Hijjah, Muharram dan Rajab. Sedangkan bulan Rajab adalah bulan Mudzar yaitu bulan yang terletak antara Jumadil Akhir dan Sya'ban. (beliau bertanya): Bulan apakah sekarang ini? kami menjawab; Allah dan Rasul-Nya yang lebih mengetahui. Beliau terdiam beberapa saat, hingga kami menduga bahwa beliau akan menyebutnya dengan nama yang lain, lalu beliau bersabda: Bukankah sekarang bulan Dzul Hijjah? kami menjawab; Benar. Beliau bertanya lagi: Negeri apakah ini? kami menjawab; Allah dan Rasul-Nya yang lebih mengetahui. Beliau terdiam beberapa saat, hingga kami menduga beliau akan menyebutnya dengan nama yang lain, lalu beliau bersabda: Bukankah sekarang kita berada di negeri Baldah? kami menjawab; Benar. Beliau kembali bertanya: Hari apakah ini? kami menjawab; Allah dan Rasul-Nya yang lebih mengetahui. Beliau terdiam beberapa saat, hingga kami mengira beliau akan menyebutnya dengan nama yang lain. Kemudian beliau bersabda: Bukankah sekarang adalah hari Nahr (kurban)? kami menjawab; Benar. Beliau kemudian bersabda: Sesungguhnya darah kalian, harta bendamu -Muhammad berkata; saya kira beliau juga bersabda: dan kehormatan kalian- adalah haram atas diri kalian, seperti haramnya harimu sekarang ini, di negerimu ini, dan di bulan kalian ini. Sesungguhnya kalian pasti akan bertemu dengan Rabb kalian (di hari kiamat kelak), dan Dia akan menanyakan tentang semua amal perbuatan kalian. Oleh karena itu, sepeninggalku nanti, janganlah kalian kembali kepada kesesatan -dimana sebagian dari kalian membunuh sebagian yang lain-, hendaknya orang yang hadir pada saat ini menyampaikan kepada orang yang tidak hadir! bisa jadi orang yang mendengar dari mulut kedua justru lebih menjaga apa-apa yang di dengarnya daripada orang yang mendengarnya secara langsung. Sedangkan apabila Muhammad menyebutkan hadits tersebut, dia berkata; Nabi benar. Setelah itu beliau bersabda: Bukankah aku telah menyampaikannya, bukankah aku telah menyampaikannya?! Hingga dua kali.";1;0;1;0
"menyembelih binatang kurban di tempat penyembelihan, Ubaidullah mengatakan; Yaitu di tempat yang biasa digunakan Nabi untuk menyembelih binatang kurban.";1;0;0;0
menyembelih binatang kurban di tempat yang di gunakan untuk shalat (ied).;1;0;0;0
berkurban dengan dua ekor domba, sementara aku juga berkurban dengan dua ekor domba.;1;0;0;0
pergi menuju dua ekor domba yang warna putihnya lebih banyak di banding warna hitamnya dan bertanduk, lalu beliau menyembelih domba tersebut dengan tangannya sendiri. Hadits ini juga di kuatkan oleh riwayat Wuhaib dari Ayyub. Isma'il dan Hatim bin Wardan juga berkata dari Ayyub dari Ibnu Sirin dari Anas.;1;0;0;0
Berkurbanlah kamu dengan kambing tersebut.;1;0;0;0
"Kambingmu hanya berupa daging biasa (bukan daging kurban) Lantas pamanku berkata; Ya Rasulullah, sesungguhnya aku hanya memiliki seekor jad'ah (anak kambing yang berusia dua tahun). Beliau bersabda: Berkurbanlah dengan kambing tersebut, namun hal itu tidak sah untuk selain kamu. Kemudian beliau melanjutkan sabdanya: barangsiapa berkurban sebelum shalat (Iedul Adlha), dia hanya menyembelih untuk dirinya sendiri, dan barangsiapa menyembelih setelah shalat (Iedul Adlha), maka sempurnalah ibadahnya dan dia telah melaksanakan sunnah kaum Muslimin dengan tepat. Hadits ini diperkuat oleh Ubaidah dari Asy Sya'bi dan Ibrahim dan diperkuat pula oleh Waki' dari Huraits dari Asy Sya'bi, dan berkata Ashim dan Daud dari Asy Sya'bi, sesungguhnya aku mempunyai kambing perahan. Dan berkata Zubaid dan Firas dari Asy Sya'bi, saya mempunyai anak kambing berumur dua tahun, dan berkata Abu Al Ahwash telah menceritakan kepada kami Manshur, kambing perah yang berumur dua tahun. Dan berkata Ibnu Aun, kambing perah yang berumur dua taun yang diperah susunya";1;0;0;0
"Gantilah kurbanmu. Dia berkata; Aku tidak memilikinya lagi kecuali hanya jad'ah (anak kambing berusia dua tahun) Syu'bah mengatakan; aku mengira Abu Burdah mengatakan; dan dia lebih baik daripada kambing muda. Beliau bersabda: Kurbanlah dengan kambing itu, dan tidak sah untuk orang lain setelahmu. Hatim bin Wardan mengatakan dari Ayyub dari Muhammad dari Anas dari Nabi , perawi berkata; Betina jad'ah (anak kambing yang berusia dua tahun).";1;0;0;0
Nabi berkurban dengan dua ekor domba yang warna putihnya lebih banyak daripada warna hitam, aku melihat beliau meletakkan kaki beliau di atas rusuk domba tersebut sambil menyebut nama Allah dan bertakbir, lalu beliau menyembelih domba itu dengan tangan beliau sendiri.;1;0;0;0
"Kenapa denganmu? Apakah kamu haidl? Jawabku; Ya beliau bersabda: Ini adalah suatu perkara yang telah ditetapkan Allah atas para wanita anak Adam, lakukanlah sebagaimana yang di lakukan oleh orang-orang yang berhaji, namun kamu jangan melakukan thawaf di Ka'bah. Setelah itu Rasulullah berkurban untuk para isterinya dengan seekor sapi.";1;0;0;0
"Sesungguhnya yang pertama kali kita lakukan pada hari ini adalah melaksanakan shalat ('iedul adlha) kemudian kembali pulang dan menyembelih binatang kurban, barangsiapa melakukan hal ini, berarti dia telah bertindak sesuai dengan sunnah kita, barangsiapa menyembelih binatang kurban sebelum (shalat ied), maka sesembelihannya itu hanya berupa daging yang ia berikan kepada keluarganya, tidak ada hubungannya dengan ibadah kurban sedikitpun. Lalu Abu Burdah berkata; Aku menyembelih sebelum shalat, sementara aku masih memiliki jad'ah (anak kambing yang berusia dua tahun) yang lebih baik daripada kambing muda, maka beliau bersabda: Sembelihlah binatang kurban itu, namun hal itu tidak sah untuk orang lain setelahmu.";1;0;1;0
"Barangsiapa menyembelih binatang kurban sebelum shalat (iedul adlha) hendaknya ia mengulangi kurbannya. Seseorang berdiri dan berkata; Wahai Rasulullah, sesungguhnya hari ini adalah hari pembagian daging kurban -lalu laki-laki itu menceritakan kesusahan yang di alami tetangganya, seakan-akan dia berharap Nabi membenarkan perbuatannya- sementara aku hanya masih memiliki jad'ah (anak kambing yang berusia dua tahun) yang lebih aku cintai daripada dua ekor kambing muda. Maka nabi memberi keringanan kepadanya, aku tidak mengetahui apakah keringanan itu berlaku juga kepada orang lain ataukah tidak. Selanjutnya beliau berpaling dan pergi menuju dua ekor domba lalu beliau menyembelihnya, setelah itu orang-orang berpaling dan pergi menuju segerombolan kambing, lalu mereka menyembelihnya.";1;0;0;0
Barangsiapa menyembelih binatang kurban sebelum shalat (iedul adlha), hendaknya ia mengulangi kurbannya, dan barangsiapa belum berkurban hendaknya ia berkurban.;1;0;1;0
"Barangsiapa mengerjakan shalat seperti shalat kami, dan menghadap kiblat kami, hendaknya tidak menyembelih binatang kurban sehingga selesai mengerjakan shalat. Lalu Abu Burdah bin Niyar berdiri dan berkata; Wahai Rasulullah, padahal aku telah melakukannya. Beliau bersabda: Itu adalah ibadah yang kamu kerjakan dengan tergesa-gesa. Abu Burdah berkata; Sesungguhnya aku masih memiki jad'ah (anak kambing yang berusia dua tahun) dan dia lebih baik daripada dua ekor kambing muda, apakah aku juga harus menyembelihnya untuk berkurban? Beliau bersabda: Ya, namun hal itu tidak sah untuk orang lain setelahmu. Amir berkata; Itu lebih baik daripada ibadah kurban yang kamu lakukan";1;0;1;0
berkurban dengan dua ekor domba yang warna putihnya lebih banyak daripada warna hitamnya dan bertanduk, beliau meletakkan kaki beliau di atas rusuk domba tersebut lalu menyembelihnya dengan tangan beliau sendiri.;1;0;1;0
berkurban dengan dua ekor domba yang warna putihnya lebih dominan di banding warna hitamnya, dan bertanduk, beliau menyembelih domba tersebut dengan tangan beliau sendiri sambil menyebut nama Allah dan bertakbir dan meletakkan kaki beliau di atas rusuk domba tersebut.;1;0;1;0
Sesungguhnya aku juga pernah membuatkan kalung binatang kurban Rasulullah , kemudian beliau mengirim binatang kurban itu ke Ka'bah, dan segala sesuatu yang halal di lakukan oleh suami kepada isterinya di haramkan atasnya hingga orang-orang kembali pulang (dari menunaikan ibadah haji).;0;0;1;0
Pada masa Nabi kami biasa menyimpan daging kurban sebagai perbekalan kami menuju Madinah, Jabir juga mengatakan berkali-kali tentang daging binatang kurban.;0;0;1;0
"Singkirkanlah, sebab aku tidak mau memakannya. Abu Sa'id melanjutkan, setelah itu aku berdiri dan pergi menemui saudaraku yaitu Abu Qatadah -dia adalah saudara seibu dan salah seorang ahli Badr- lalu aku menceritakan hal itu kepadanya, Abu Qatadah menjawab; Sesungguhnya telah terjadi pula peristiwa seperti yang kamu alami.";0;0;1;0
"Siapa saja di antara kalian yang berkurban, janganlah menyisakan daging kurban di rumahnya melebihi tiga hari. Pada tahun berikutnya orang-orang bertanya; Wahai Rasulullah, apakah kami harus melakukan sebagaimana yang kami lakukan pada tahun lalu? beliau bersabda: Makanlah daging kurban tersebut dan bagilah sebagiannya kepada orang lain serta simpanlah sebagian yang lain, sebab tahun lalu orang-orang dalam keadaan kesusahan, oleh karena itu saya bermaksud supaya kalian dapat membantu mereka.";0;1;1;0
Janganlah kalian memakannya jika melebihi tiga hari, hal ini bukan karena keharusan, akan tetapi aku hanya hendak membagikannya kepada yang lain. Wallahu a'lam;0;1;0;0
"melarang kalian untuk berpuasa di dua hari raya ini, salah satu dari hari itu adalah hari raya di mana kalian berbuka setelah kalian berpuasa, sedangkan yang kedua adalah pada hari kalian memakan daging binatang kurban kalian. Abu 'Ubaid berkata; Setelah itu aku juga pernah shalat ied bersama Utsman bin 'Affan, waktu itu bertepatan dengan hari Jum'at, kemudian dia mengerjakan shalat ied sebelum berkhutbah lalu berkhutbah, katanya; Wahai sekalian manusia, sesungguhnya pada hari ini telah berkumpul dua hari raya kalian, maka siapa di antara kalian dari penduduk luar kota yang hendak menunggu di sini (hingga tiba waktu Jum'at), silahkan menunggu, namun jika menginginkan pulang sekarang, maka aku telah mengizinkannya pulang. Abu 'Ubaid mengatakan; Setelah itu, aku juga pernah ikut shalat ied bersama Ali bin Abu Thalib, dia mengerjakan shalat ied sebelum berkhutbah, kemudian dia berkhutbah di hadapan manusia, katanya; Sesungguhnya Rasulullah telah melarang kalian memakan daging kurban kalian lebih dari tiga hari. Dari dari Ma'mar dari Az Zuhri dari Abu 'Ubaid seperti itu juga.";0;1;0;0
Makanlah daging kurban selama tiga hari. Sementara Abdullah makan daging kurban tersebut dengan minyak, ketika dia kembali dari Mina.;0;1;0;0
Barangsiapa meminum khamr di dunia dan tidak bertaubat, maka akan di haramkan baginya di akhirat kelak.;0;1;1;0
"pada malam Rasulullah diisra`kan yaitu ketika sampai di Iliya`, dihidangkan ke hadapan beliau dua gelas yang berisikan susu dan berisikan khamer, lalu aku melihat keduanya dan mengambil gelas yang berisi susu, maka Jibril berkata; 'Segala puji bagi Allah yang telah memberimu petunjuk kepada fitrah, seandainya engkau memilih khamer maka umatmu akan tersesat.' Riwayat ini juga di perkuat oleh riwayat Ma'mar, Ibnu Al Had, dan Utsman bin Umar serta Az Zubaidi dari Az Zuhri.";0;0;1;0
Di antara tanda-tanda hari Kiamat adalah kebodohan merajalela, sedikitnya ilmu, perzinahan merajalela, di minumnya minuman keras, sedikitnya jumlah laki-laki sementara jumlah wanita semakin banyak, bahkan lima puluh wanita yang ditanggung satu orang laki-laki.;0;0;1;0
"Tidaklah seseorang itu berzina, ketika sedang berzina dia dalam keadaan mukmin. Tidak pula seseorang itu minum khamer ketika sedang minum khamer ia dalam keadaan mukmin. Dan tidak pula seseorang itu mencuri ketika sedang mencuri ia dalam keadaan mukmin. Ibnu Syihab berkata; telah mengabarkan kepadaku pula Abdul Malik bin Abu Bakr bin Abdurrahman bin Al Harits bin Hisyam bahwa Abu Bakr pernah menceritakan kepadanya dari Abu Hurairah, lalu dia berkata; Abu Bakar menambahkan dalam hadits tersebut dengan redaksi; Dan tidaklah seseorang merampas harta orang lain yang karenanya orang-orang memandangnya sebagai orang yang terpandang, ketika dia merampas harta tersebut dalam keadaan mukmin.";0;0;1;0
Katika khamer diharamkan, maka tidak didapati sedikitpun jenis minuman keras di Madinah.;0;1;1;0
Khamr telah diharamkan atas kami, katika hal itu diharamkan maka kami tidak mendapati jenis khamr dari (perasan) anggur di Madinah kecuali hanya sedikit, ketika itu kebanyakan khamr kami terbuat dari perasan busr (kurma yang masih muda) dan tamr (kurma kering).;0;1;0;0
"Amma ba'du, keharaman khamr telah turun yaitu yang terbuat dari lima jenis; anggur, kurma kering, madu, biji gandum dan tepung, sedangkan khamr adalah sesuatu yang dapat menghalangi akal (sehat).";0;1;1;0
"Sesungguhnya khamr telah diharamkan. Lantas Abu Thalhah berkata; Wahai Anas, bangunlah dan tumpahkanlah!. Maka aku pun menumpahkan khamr tersebut.";0;1;0;0
"Sesungguhnya khamar telah di haramkan. Lantas mereka berkata; Tumpahkanlah maka aku pun menumpahkannya. Aku bertanya kepada Anas; Apakah yang mereka minum waktu itu? dia menjawab; yaitu ruthab (minuman keras dari perasan kurma basah) dan busr (minuman keras dari perasan kurma muda atau masih pentil). Abu Bakar bin Anas berkata; Seperti itulah khamr mereka, sementara Anas tidak mengingkarinya. Dan sebagian sahabatku juga pernah menceritakan kepadaku bahwa dia pernah mendengar Anas bin Malik berkata; Seperti itulah khmar mereka waktu itu.";0;1;1;0
bahwa Khamr telah di haramkan, ketika itu khmer terbuat dari busr (minuman keras dari perasan kurma muda atau masih pentil) dan tamr (minuman keras dari perasan kurma kering).;0;1;1;0
Setiap minuman yang dapat memabukkan hukumnya haram.;0;1;0;0
Setiap minuman yang memabukkan hukumnya haram.;0;1;0;0
Janganlah kalian membuat perasan dalam duba' (tempat minum dari labu yang di buang isinya dan di gunakan untuk merendam perasan kurma atau anggur) dan muzaffat (tempat minum yang di polesi dengan ter). Sementara riwayat Abu Hurairah melengkapinya dengan hantam (tempat minum yang terbuat dari tanah liat, rambut dan darah) dan naqiir (tempat minum yang terbuat dari pohon atau kayu yang di lubangi).;0;1;1;0
"Sesungguhnya telah ditetapkan keharaman khamr yaitu dari lima jenis; (perasan) anggur, tamr (minuman dari perasan kurma kering), biji gandum, tepung dan madu, sedangkan khamr adalah sesuatu yang dapat menghalangi akal (sehat), dan tiga perkara yang aku berharap Rasulullah memberikan penjelasan kepada kami sebelum beliau meninggal; (hak waris) seorang kakek, al Kalalah, dan pintu-pintu riba. Asy Sya'bi berkata, Aku berkata, Wahai Abu Amru, bagaimana dengan perasan nabidz yang terbuat dari biji padi? Ibnu Umar menjawab, Itu belum pernah ada di masa Rasulullah , atau ia mengatakan, di masa Umar. Hajjaj menyebutkan dari Hammad dari Abu Hayyan, Anggur sama dengan kismis.";0;1;1;0
Khamr itu terbuat dari lima jenis, yaitu dari kismis, tamr (kurma kering), hinthah (biji gandum), tepung, dan (perasan) madu.;0;1;1;0
"Rasulullah di tempat pelaminannya, sementara istri Abu Usaid membantu mereka pada hari ketika dia menjadi pengantin. (Sahal) berkata; 'Apakah kalian mengetahui apa yang aku tuangkan kepada Rasulullah Shallallahu'alaihiwasallam? Aku tuangkan kepada beliau (munuman) dari rendaman kurma semalam dalam kuali.";0;0;1;0
"Rasulullah melarang membuat tempat minum dari kulit, maka orang-orang Anshar berkata; Padahal kami harus memakainya beliau bersabda: Oh, kalau begitu tidak mengapa. Khalifah mengatakan; telah menceritakan kepada kami Yahya bin Sa'id telah menceritakan kepada kami Sufyan dari Manshur dari Salim bin Abu Al Ja'd dari Jabir seperti ini, telah menceritakan kepada kami Abdullah bin Muhammad telah menceritakan kepada kami Sufyan juga seperti ini, dia mengatakan; Yaitu ketika Nabi melarang dari membuat beberapa jenis tempat minum.";0;1;1;0
"Ketika Nabi melarang beberapa jenis tempat air minum, lantas ditanyakan kepada Nabi ; Kalau begitu orang-orang akan kesulitan mendapatkan tempat air minum!. Maka beliau memberi keringanan pada al jar (tempat air minum yang terbuat dari tembikar) selain Muzaffat (tempat air minum yang di polesi dengan ter).";0;1;1;0
Nabi melarang duba' (tempat minum dari labu yang di buang isinya dan di gunakan untuk merendam perasan kurma atau anggur) dan Muzaffat (tempat minum yang dipolesi dengan ter). Telah menceritakan kepada kami Utsman telah menceritakan kepada kami Jarir dari Al A'masy seperti ini.;0;1;1;0
"melarang kami begitu juga kepada ahli bait beliau dari merendam (perasan anggur atau kurma) dalam duba' (tempat minum dari labu yang di buang isinya dan di gunakan untuk merendam perasan kurma atau anggur) dan muzaffat (tempat minum yang di polesi dengan ter). Aku (Ibrahim) bertanya; Apakah Aisyah tidak menyebutkan tentang al jar (tempat air minum yang terbuat dari tembikar) dan hantam (tempat minum yang terbuat dari tanah liat, rambut dan darah)? Al Aswad menjawab; Aku hanya menceritakan kepadamu dari hadits yang aku dengar, dan aku tidak mau menceritakan kepadamu sesuatu yang belum aku dengar.";0;0;1;0
"Nabi melarang al jar al ahdlar (tempat air minum yang terbuat dari tembikar yang dicat hijau), tanyaku; apakah kami (diperbolehkan) dari yang berwarna putih? Dia menjawab; Tidak.";0;1;1;0
Nabi di hari pernikahannya, sementara istri Abu Usaid jugalah yang melayani mereka (para undangan) padahal ia sebagai pengantin (mempelai puteri). Isteri Abu Usaid berkata, Apakah kalian mengetahui apa yang aku tuangkan kepada Rasulullah ? Aku tuangkan kepada beliau (munuman) dari rendaman kurma semalam di dalam kuali.;0;0;1;0
"sesuatu yang dapat memabukkan hukumnya haram, katanya lagi; minuman yang halal lagi baik, katanya melanjutkan; Tidaklah setelah sesuatu yang halal lagi baik melainkan haram lagi jelek.";0;0;1;0
menyukai manisan dan madu.;0;0;1;0
tiba-tiba khamr di haramkan, lalu aku tumpahkan semuanya padahal aku adalah pelayan yang bertugas menuangkan minuman dan aku termasuk orang yang paling muda di anatara mereka, kami menganggap perasan tersebut sebagai khamr. 'Amru bin Al Harits telah menceritakan kepada kami Qatadah bahwa dia mendengar dari Anas.;0;1;1;0
Nabi melarang (minuman keras yang terbuat) dari kismis, tamr (kurma kering), busr (kurma muda) dan ruthab (kurma basah).;0;1;0;0
Nabi melarang mencampur antara perasan kurma kering dengan zahw (kurma muda), antara tamr (kurma kering) dengan kismis, lalu setiap dari keduanya di rendam dalam satu wadah.;0;1;1;0
Di malam isra', Rasulullah pernah di beri segelas susu dan segelas khamr.;0;0;1;0
"Orang-orang ragu akan puasanya Rasulullah pada hari 'Arafah, maka Ummu Fadl akan mengirim orang kepadanya. Namun Sufyan meriwayatkan Hadits itu secara mursal, apabila ditanya dari siapakah riwayat itu? Ia akan mengatakan; (riwayat) Itu dari Ummu Fadl.";1;0;1;0
"Tidakkah kau tutupi, bisa jadi itu akan bermanfaat. Telah menceritakan kepada kami Umar bin Hafsh telah menceritakan kepada kami ayahku telah menceritakan kepada kami Al A'masy dia berkata; saya mendengar Abu Shalih menyebutkan (redaksi hadits), yang saya mengiranya dari Jabir, yaitu Bisa jadi hal itu bermanfa'at buatmu. Dan telah menceritakan kepadaku Abu Sufyan dari Jabir dari Nabi seperti ini juga.";1;0;1;0
"Nabi bersama Abu Bakar tiba dari Makkah, lalu Abu Bakar berkata; Kami pernah melewati seorang penggembala, sementara Rasulullah kehausan, Abu Bakar melanjutkan; Lalu aku memeraskan semangkuk susu untuk beliau, setelah itu beliau meminumnya hingga aku merasa puas, selanjutnya Suraqah bin Ju'syum mendatangi kami dengan mengendarai kuda, maka beliau mendo'akan kecelakan atasnya hingga Suraqah meminta beliau supaya berhenti mendo'akan kecelakan atasnya dan kembali pulang, lalu Nabi melaksanakan keinginannya.";0;0;1;0
Sebaik-baik sedekah adalah unta bunting yang banyak susunya dan kambing bunting yang banyak susunya (yang dipinjamkan), yaitu ketika pergi dengan kantong susu (penuh) dan ketika pulang membawa kantong susu yang lain.;1;0;0;0
"Ketika aku diangkat menuju Sidratul Muntaha, aku melewati empat sungai, dua sungai telah nampak olehku sementara dua lainnya belum nampak, dua sungai yang nampak olehku adalah sungai nil dan sungai efrat, sedangkan dua sungai yang tidak nampak olehku adalah sungai yang berada di surga, lalu aku diberi tiga mangkuk, satu mangkuk bersisi susu, satu mangkuk lagi berisi madu dan satu mangkuk lainnya berisi khamr, maka aku mengambil mangkuk yang berisi susu dan meminumnya, lalu diberitahukan kepadaku; Kamu dan ummatmu telah memilih fithrah. Hisyam dan Sa'id serta Hammam berkata dari Qatadah dari Anas bin Malik dari Malik bin Sha'sha'ah dari Nabi mengenai beberapa sungai seperti hadits di atas, namun mereka tidak menyebutkan tiga mangkuk.";0;0;1;0
"Tidaklah engkau mendapatkan kebaikan hingga engkau menginfakkan apa yang paling engkau sukai QS Ali Imran; 92, Maka Abu Thalhah berdiri dan berkata; Ya Rasulullah, sesungguhnya Allah telah berfirman";1;0;1;0
Senantiasa manusia berada dalam kebaikan selama mereka menyegerakan berbuka.;1;0;1;0
Turunlah, dan siapkanlah minuman aku. Orang yang disuruh itu berkata: Bagaimana jika anda menunggu hingga sore. Beliau berkata: Turunlah dan siapkan minuman buat aku. Apabila kamu telah melihat malam sudah datang dari arah sana maka orang yang puasa sudah boleh berbuka .;1;0;1;0
Kami pernah berbuka puasa pada zaman Nabi ketika hari mendung, ternyata kemudian matahari tampak kembali, maka orang-orang diperintahkan untuk mengqadha'nya, dan Beliau bersabda: Harus dilaksanakan qadha'. Dan Ma'mar berkata, aku mendengar Hisyam: Aku tidak tahu apakah mereka kemudian mengqadha'nya atau tidak.;1;0;1;0
"siapa yang tidak berpuasa sejak pagi hari maka dia harus menggantinya pada hari yang lain, dan siapa yang sudah berpuasa sejak pagi hari maka hendaklah dia melanjutkan puasanya. Dia (Ar-Rubai' binti Mu'awwidz) berkata; Setelah itu kami selalu berpuasa dan kami juga mendidik anak-anak kecil kami untuk berpuasa dan kami sediakan untuk mereka semacam alat permainan terbuat dari bulu domba, apabila seorang dari mereka ada yang menangis meminta makan maka kami beri dia permainan itu. Demikianlah terus kami lakukan hingga tiba waktu berbuka.";1;0;1;0
